,Name,Place S,Place P,Time,Bib,Division,Year,Sex
310,"Ragazzini, Jeffrey (USA)",2387,121,Finish02:35:56,BIB1893,Division20-24,Results: 2014 / Marathon,Men
311,"Burdick, Brett (USA)",2387,123,Finish02:36:03,BIB2457,Division20-24,Results: 2014 / Marathon,Men
312,"Huded, Chetan (USA)",2405,125,Finish02:36:26,BIB500,Division25-29,Results: 2014 / Marathon,Men
313,"Ridgway, Iain (GBR)",2405,127,Finish02:36:45,BIB2394,Division30-34,Results: 2014 / Marathon,Men
314,"Stucchi, Vinicius (BRA)",2419,129,Finish02:36:49,BIB2382,Division35-39,Results: 2014 / Marathon,Men
315,"Bedbury, Nick (USA)",2419,131,Finish02:36:51,BIB1633,Division25-29,Results: 2014 / Marathon,Men
316,"Yitref, Gedion (USA)",2431,133,Finish02:36:58,BIB1467,Division20-24,Results: 2014 / Marathon,Men
317,"Blackwell, Ian (USA)",2431,135,Finish02:37:02,BIB1241,Division25-29,Results: 2014 / Marathon,Men
318,"Thunen, Chris (USA)",2451,137,Finish02:37:29,BIB2070,Division35-39,Results: 2014 / Marathon,Men
319,"Prindiville, Brendan (USA)",2451,139,Finish02:37:42,BIB2173,Division35-39,Results: 2014 / Marathon,Men
320,"Rangel, Elenilton (BRA)",2454,141,Finish02:37:53,BIB1291,Division40-44,Results: 2014 / Marathon,Men
321,"Hicks, Dustin (USA)",2454,143,Finish02:37:58,BIB1537,Division25-29,Results: 2014 / Marathon,Men
322,"Rieger, Cameron (USA)",2459,145,Finish02:38:01,BIB576,Division20-24,Results: 2014 / Marathon,Men
323,"Novales, Estuardo (GUA)",2459,147,Finish02:38:05,BIB893,Division30-34,Results: 2014 / Marathon,Men
324,"Palumbo, Adam (USA)",2468,149,Finish02:38:11,BIB63,Division30-34,Results: 2014 / Marathon,Men
325,"Nowak, Andrew (USA)",2468,151,Finish02:38:41,BIB2425,Division25-29,Results: 2014 / Marathon,Men
326,"Darling, Richard (GBR)",2477,153,Finish02:38:48,BIB2506,Division35-39,Results: 2014 / Marathon,Men
327,"Maximiliano, Alexandre (BRA)",2477,155,Finish02:39:11,BIB368,Division40-44,Results: 2014 / Marathon,Men
328,"Hadzima, Jeffrey (USA)",2483,157,Finish02:39:39,BIB688,Division35-39,Results: 2014 / Marathon,Men
329,"Nielsen, Fredric (USA)",2483,159,Finish02:39:43,BIB1402,Division35-39,Results: 2014 / Marathon,Men
330,"Root, Thomas (USA)",2493,161,Finish02:39:45,BIB2451,Division25-29,Results: 2014 / Marathon,Men
331,"Syring, Brian (USA)",2493,163,Finish02:39:54,BIB1764,Division25-29,Results: 2014 / Marathon,Men
332,"Ornelas, Victor (USA)",2497,165,Finish02:40:04,BIB840,Division25-29,Results: 2014 / Marathon,Men
333,"Parekh, Anand (USA)",2497,167,Finish02:40:06,BIB1523,Division40-44,Results: 2014 / Marathon,Men
334,"Hynes, Gary (IRL)",2503,169,Finish02:40:14,BIB2571,Division35-39,Results: 2014 / Marathon,Men
335,"Greco, Bastien (FRA)",2503,171,Finish02:40:37,BIB936,Division25-29,Results: 2014 / Marathon,Men
336,"Barnes, Kyle (USA)",2515,173,Finish02:40:55,BIB1695,Division30-34,Results: 2014 / Marathon,Men
337,"Lynas, Matthew (GBR)",2515,175,Finish02:41:08,BIB1357,Division45-49,Results: 2014 / Marathon,Men
338,"Kremer, Aaron (USA)",2526,177,Finish02:41:25,BIB4485,Division25-29,Results: 2014 / Marathon,Men
339,"Dockemeyer, Kevin (USA)",2526,179,Finish02:41:30,BIB348,Division25-29,Results: 2014 / Marathon,Men
340,"Wilson, Zachary (USA)",2534,181,Finish02:41:37,BIB8110,Division35-39,Results: 2014 / Marathon,Men
341,"Klapper, Jeremy (USA)",2534,183,Finish02:41:38,BIB1525,Division30-34,Results: 2014 / Marathon,Men
342,"Ramos Munoz, Juan Antonio (ESP)",2554,185,Finish02:41:39,BIB1828,Division45-49,Results: 2014 / Marathon,Men
343,"Hanson, Derek (USA)",2554,187,Finish02:41:44,BIB1039,Division30-34,Results: 2014 / Marathon,Men
344,"Munro, David (AUS)",2575,189,Finish02:41:48,BIB1674,Division35-39,Results: 2014 / Marathon,Men
345,"Bin Alias, Mohd Syahidan (MAS)",2575,191,Finish02:41:52,BIB1560,Division25-29,Results: 2014 / Marathon,Men
346,"Guemmer, Brett (USA)",2577,193,Finish02:41:55,BIB4069,Division25-29,Results: 2014 / Marathon,Men
347,"Peltier, Andrew (USA)",2577,195,Finish02:41:56,BIB2227,Division30-34,Results: 2014 / Marathon,Men
348,"Nielsen, Kasper (DEN)",2584,197,Finish02:42:04,BIB2595,Division30-34,Results: 2014 / Marathon,Men
349,"Krusell, Brian (USA)",2584,199,Finish02:42:07,BIB569,Division25-29,Results: 2014 / Marathon,Men
350,"Kawamoto, Koji (JPN)",2591,201,Finish02:42:12,BIB1686,Division35-39,Results: 2014 / Marathon,Men
351,"Perezruiz, Juanmiguel (ESP)",2591,203,Finish02:42:21,BIB1128,Division40-44,Results: 2014 / Marathon,Men
352,"Sprieser, Steve (USA)",2600,205,Finish02:42:26,BIB1988,Division20-24,Results: 2014 / Marathon,Men
353,"Cooper, Robert (USA)",2600,207,Finish02:42:28,BIB2188,Division25-29,Results: 2014 / Marathon,Men
354,"Gherardi, Benjamin (USA)",2611,209,Finish02:42:33,BIB1675,Division35-39,Results: 2014 / Marathon,Men
355,"Lee, Kam (USA)",2611,211,Finish02:42:39,BIB276,Division45-49,Results: 2014 / Marathon,Men
356,"Guy, Brett (USA)",2621,213,Finish02:42:40,BIB1920,Division30-34,Results: 2014 / Marathon,Men
357,"Hiatt, Jon (USA)",2621,215,Finish02:42:44,BIB2508,Division35-39,Results: 2014 / Marathon,Men
358,"Neto, Alvaro Afonso (BRA)",2641,217,Finish02:42:50,BIB1211,Division35-39,Results: 2014 / Marathon,Men
359,"Frye, Adam (USA)",2641,219,Finish02:42:54,BIB1472,Division30-34,Results: 2014 / Marathon,Men
360,"Castady, Greg (USA)",2657,221,Finish02:42:58,BIB2336,Division40-44,Results: 2014 / Marathon,Men
361,"Mere Prado, Javier (MEX)",2657,223,Finish02:43:11,BIB2242,Division30-34,Results: 2014 / Marathon,Men
362,"Fort, David (USA)",2665,225,Finish02:43:14,BIB1030,Division35-39,Results: 2014 / Marathon,Men
363,"Inman, Luke (USA)",2665,227,Finish02:43:28,BIB2034,Division25-29,Results: 2014 / Marathon,Men
364,"Le Moigne, Olivier (FRA)",2669,229,Finish02:43:29,BIB1460,Division45-49,Results: 2014 / Marathon,Men
365,"Gapinski, Joe (USA)",2669,231,Finish02:43:35,BIB2533,Division40-44,Results: 2014 / Marathon,Men
366,"Lavine, Matthew (USA)",2674,233,Finish02:43:45,BIB375,Division40-44,Results: 2014 / Marathon,Men
367,"Dill, Jeffrey (CAN)",2674,235,Finish02:43:54,BIB1653,Division25-29,Results: 2014 / Marathon,Men
368,"Larson, Kyle (USA)",2689,237,Finish02:44:00,BIB282,Division20-24,Results: 2014 / Marathon,Men
369,"Gittelman, Brandon (USA)",2689,239,Finish02:44:02,BIB281,Division20-24,Results: 2014 / Marathon,Men
370,"Larsen, Jacob (DEN)",2699,241,Finish02:44:12,BIB2593,Division30-34,Results: 2014 / Marathon,Men
371,"Paff, Brian (USA)",2699,243,Finish02:44:17,BIB2349,Division30-34,Results: 2014 / Marathon,Men
372,"Oswalt, Jeff (USA)",2710,245,Finish02:44:21,BIB1317,Division35-39,Results: 2014 / Marathon,Men
373,"Athanasopoulos, Leonidas (GRE)",2710,247,Finish02:44:28,BIB1783,Division40-44,Results: 2014 / Marathon,Men
374,"Fennelly, Ryan (USA)",2715,249,Finish02:44:29,BIB3005,Division30-34,Results: 2014 / Marathon,Men
375,"Rozemberg, Hernan (USA)",2715,251,Finish02:44:33,BIB1864,Division40-44,Results: 2014 / Marathon,Men
376,"Stephan, Eric (USA)",2724,253,Finish02:44:40,BIB1732,Division30-34,Results: 2014 / Marathon,Men
377,"Konczal, Kyle (USA)",2724,255,Finish02:44:45,BIB1490,Division25-29,Results: 2014 / Marathon,Men
378,"Gilbert, Mitchell (USA)",2726,257,Finish02:44:51,BIB356,Division20-24,Results: 2014 / Marathon,Men
379,"Hernandez, Juan (MEX)",2726,259,Finish02:44:57,BIB380,Division35-39,Results: 2014 / Marathon,Men
380,"Toyra, Lennart (SWE)",2729,261,Finish02:45:02,BIB1618,Division45-49,Results: 2014 / Marathon,Men
381,"Romanic, John (USA)",2729,263,Finish02:45:03,BIB2512,Division45-49,Results: 2014 / Marathon,Men
382,"Martin, Cody (USA)",2734,265,Finish02:45:07,BIB2453,Division25-29,Results: 2014 / Marathon,Men
383,"Nugent, Jack (USA)",2734,267,Finish02:45:10,BIB2795,Division19 and under,Results: 2014 / Marathon,Men
384,"Graham, Greg (USA)",2749,269,Finish02:45:11,BIB1388,Division45-49,Results: 2014 / Marathon,Men
385,"Vankerkhoff, Todd (USA)",2749,271,Finish02:45:17,BIB3739,Division20-24,Results: 2014 / Marathon,Men
386,"Jahn, Max (AUT)",2768,273,Finish02:45:18,BIB2510,Division30-34,Results: 2014 / Marathon,Men
387,"Dowling, Shawn (CAN)",2768,275,Finish02:45:19,BIB2463,Division35-39,Results: 2014 / Marathon,Men
388,"Hass, Christopher (USA)",2783,277,Finish02:45:21,BIB1878,Division35-39,Results: 2014 / Marathon,Men
389,"Ranti, Daniel (USA)",2783,279,Finish02:45:36,BIB2068,Division20-24,Results: 2014 / Marathon,Men
390,"Eles, Stephen (CAN)",2822,281,Finish02:45:46,BIB2297,Division35-39,Results: 2014 / Marathon,Men
391,"Atsushi, Ito (JPN)",2822,283,Finish02:45:57,BIB1765,Division25-29,Results: 2014 / Marathon,Men
392,"Wilk, Russell (USA)",2839,285,Finish02:46:04,BIB1692,Division25-29,Results: 2014 / Marathon,Men
393,"Ressler, Lyle (USA)",2839,287,Finish02:46:11,BIB1742,Division20-24,Results: 2014 / Marathon,Men
394,"Richey, Barclay (USA)",2842,289,Finish02:46:16,BIB966,Division25-29,Results: 2014 / Marathon,Men
395,"Poppele, Brad (USA)",2842,291,Finish02:46:19,BIB1532,Division40-44,Results: 2014 / Marathon,Men
396,"Duchi, Angel (ECU)",2845,293,Finish02:46:25,BIB1020,Division30-34,Results: 2014 / Marathon,Men
397,"Yelsey, Josh (USA)",2845,295,Finish02:46:34,BIB832,Division30-34,Results: 2014 / Marathon,Men
398,"Wenneborg, Greg (USA)",2856,297,Finish02:46:38,BIB763,Division45-49,Results: 2014 / Marathon,Men
399,"Long, Brett (USA)",2856,299,Finish02:46:45,BIB2231,Division35-39,Results: 2014 / Marathon,Men
400,"Nishimura, Akira (JPN)",2860,301,Finish02:46:51,BIB1462,Division35-39,Results: 2014 / Marathon,Men
401,"Wilson, Aaron (GBR)",2860,303,Finish02:46:59,BIB1228,Division30-34,Results: 2014 / Marathon,Men
402,"Soto, Juan Carlos (USA)",2867,305,Finish02:47:04,BIB2093,Division20-24,Results: 2014 / Marathon,Men
403,"Gardner, Joshua (USA)",2867,307,Finish02:47:10,BIB2208,Division25-29,Results: 2014 / Marathon,Men
404,"Spillone, Michael (USA)",2877,309,Finish02:47:16,BIB3946,Division25-29,Results: 2014 / Marathon,Men
405,"Carver, Brian (USA)",2877,311,Finish02:47:38,BIB1452,Division30-34,Results: 2014 / Marathon,Men
406,"Christiansen, Jakeniah (USA)",2886,313,Finish02:47:40,BIB756,Division25-29,Results: 2014 / Marathon,Men
407,"Wiegand, Chris (USA)",2886,315,Finish02:47:44,BIB754,Division30-34,Results: 2014 / Marathon,Men
408,"Biddle, Richard (USA)",2888,317,Finish02:47:49,BIB2021,Division30-34,Results: 2014 / Marathon,Men
409,"Barrett, Kevin (USA)",2888,319,Finish02:47:51,BIB2891,Division19 and under,Results: 2014 / Marathon,Men
410,"Cichon, Scott (USA)",2899,321,Finish02:47:52,BIB2328,Division25-29,Results: 2014 / Marathon,Men
411,"Quaranto, Michael (USA)",2899,323,Finish02:47:54,BIB773,Division35-39,Results: 2014 / Marathon,Men
412,"Rotman, Greg (USA)",2903,325,Finish02:47:54,BIB2221,Division35-39,Results: 2014 / Marathon,Men
413,"Stemberger, Scott (USA)",2903,327,Finish02:47:56,BIB2191,Division35-39,Results: 2014 / Marathon,Men
414,"Senac, Pierre (FRA)",2909,329,Finish02:48:02,BIB365,Division45-49,Results: 2014 / Marathon,Men
415,"Fisher, Zafar (USA)",2909,331,Finish02:48:06,BIB579,Division35-39,Results: 2014 / Marathon,Men
416,"Mack, Michael (USA)",2918,333,Finish02:48:11,BIB1954,Division30-34,Results: 2014 / Marathon,Men
417,"Holt, Chad (USA)",2918,335,Finish02:48:15,BIB1260,Division25-29,Results: 2014 / Marathon,Men
418,"Mudge, Nathan (CAN)",2933,337,Finish02:48:20,BIB1776,Division35-39,Results: 2014 / Marathon,Men
419,"Hopper, Ryan (USA)",2933,339,Finish02:48:20,BIB1028,Division30-34,Results: 2014 / Marathon,Men
420,"Leonard, Dan (USA)",2955,341,Finish02:48:28,BIB2219,Division25-29,Results: 2014 / Marathon,Men
421,"Pultorak, Jim (USA)",2955,343,Finish02:48:30,BIB1335,Division45-49,Results: 2014 / Marathon,Men
422,"Crandall, Russell (USA)",2969,345,Finish02:48:35,BIB1916,Division40-44,Results: 2014 / Marathon,Men
423,"Stankiewicz, Kevin (USA)",2969,347,Finish02:48:39,BIB2557,Division40-44,Results: 2014 / Marathon,Men
424,"Leone, Simo (USA)",2975,349,Finish02:48:50,BIB1002,Division25-29,Results: 2014 / Marathon,Men
425,"Smith, Walter (USA)",2975,351,Finish02:48:55,BIB1306,Division50-54,Results: 2014 / Marathon,Men
426,"Orgar, Patrick (CAN)",2992,353,Finish02:48:57,BIB1432,Division45-49,Results: 2014 / Marathon,Men
427,"Vickrey, Clifford (USA)",2992,355,Finish02:49:01,BIB566,Division20-24,Results: 2014 / Marathon,Men
428,"Harrington, James (USA)",3001,357,Finish02:49:03,BIB3710,Division35-39,Results: 2014 / Marathon,Men
429,"Canan, Mike (USA)",3001,359,Finish02:49:06,BIB1973,Division30-34,Results: 2014 / Marathon,Men
430,"Annan, Jason (USA)",3006,361,Finish02:49:16,BIB1711,Division40-44,Results: 2014 / Marathon,Men
431,"Casazza, Curt (USA)",3006,363,Finish02:49:19,BIB1596,Division40-44,Results: 2014 / Marathon,Men
432,"Peterson, Brian (USA)",3017,365,Finish02:49:21,BIB807,Division20-24,Results: 2014 / Marathon,Men
433,"McElligott, Steven (CAN)",3017,367,Finish02:49:25,BIB2199,Division30-34,Results: 2014 / Marathon,Men
434,"Miganowicz, Jonathan (USA)",3025,369,Finish02:49:26,BIB1498,Division25-29,Results: 2014 / Marathon,Men
435,"Hayden, Michael (USA)",3025,371,Finish02:49:32,BIB822,Division25-29,Results: 2014 / Marathon,Men
436,"Trull, Santiago (ARG)",3038,373,Finish02:49:35,BIB2010,Division35-39,Results: 2014 / Marathon,Men
437,"Fagerstrom, Erik (USA)",3038,375,Finish02:49:38,BIB531,Division20-24,Results: 2014 / Marathon,Men
438,"Noll, Troy (USA)",3051,377,Finish02:49:41,BIB1740,Division25-29,Results: 2014 / Marathon,Men
